FIP,State,CD116,Longitude,Latitude,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20
01-01,AL,01,-88.10628669993712,30.83429430525157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,6,5,5,6,11,15,25,30,43,61,68,76,81,101,146,161,175,203,268,318
01-02,AL,02,-86.05341784932644,31.95692592217617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,6,8,8,9,9,11,19,30,42,46,51,57,61,69,78,98,130,141,152,167,179,193
01-03,AL,03,-85.57045694908099,33.01019119586433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,14,16,16,23,28,41,69,80,88,106,127,151,167,189,241,289,312,339,373,408,457
01-04,AL,04,-87.0459849993808,33.90458289179567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,5,6,11,12,17,21,36,65,75,90,96,103,111,115,131,184,201,219,283,309,323
01-05,AL,05,-86.6797563198419,34.74285934075099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,6,10,13,20,26,32,54,78,83,110,129,145,161,167,183,201,208,222,236,248,253
01-06,AL,06,-86.6652061410628,33.23656410362319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,9,10,16,17,22,27,44,60,78,86,94,99,111,113,127,143,159,176,191,205,207
01-07,AL,07,-87.03320714043326,33.37778234062391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,17,21,25,34,50,61,71,86,91,133,167,187,208,261,272,292,317,352,402,432,482,499,552,577
02-00,AK,00,-145.65851380442476,61.48418621402656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,8,11,13,18,30,34,41,56,58,85,102,114,119,132,143,157,171,185,190,213,226
04-01,AZ,01,-110.92651516771741,35.200449197108696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,5,5,5,6,6,6,7,11,16,22,39,48,65,78,92,119,145,174,196,250,260,396,459,548,617,712,803,870,920
04-02,AZ,02,-109.7516088,31.87934684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,4,4,4,4,5,7,8,9,9,9
04-03,AZ,03,-112.32623222897979,33.05683174174963,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,4,4,6,6,12,13,16,29,43,62,99,164,242,301,376,503,576,700,879,992,1091,1201,1332,1501,1702,1852,1915,2029
04-04,AZ,04,-112.78461533846155,34.20664623115385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,5,7,11,15,20,20,24,33,39,51,52,62,64,68,76,78
05-01,AR,01,-91.17271108256227,35.326832066939495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,49,55,67,82,88,96,101,111,125,147,154,172,189,216,225,262,281
05-02,AR,02,-92.3243134254717,34.92254570559748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,80,89,115,124,142,149,153,158,179,189,205,234,243,278,285,310,318
05-03,AR,03,-94.00060572598132,35.96656380635515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,10,10,12,33,41,47,50,58,71,77,80,85,86,93,95,99,107
05-04,AR,04,-92.77646988965252,34.187710669768336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,19,51,53,67,74,78,88,94,103,120,133,167,172,179,200,211,239,259
06-01,CA,01,-121.39193561153847,39.94978461551282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,5,8,9,14,18,19,23,24,30,38,45,46,55,60,66,71,73,78
06-02,CA,02,-122.9760152734568,38.68529477296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,5,5,7,7,7,8,15,16,24,23,49,62,63,70,82,94,109,123,134,153,173,197,216,231,255,286,294,302,309,324
06-03,CA,03,-121.88106099896909,38.56595015860825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,7,7,7,8,8,9,11,12,13,18,19,21,23,32,34,47,52,57,61,62,85,94,107,119,139,139,142,170,194
06-04,CA,04,-120.53192068306011,38.694303918415294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,6,6,8,8,10,10,7,10,8,8,8,12,12,14,15,18,20,32,43,45,54,69,85,88,100,127,142,153,157,160,167,167,183
06-05,CA,05,-122.332839,38.50735751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,6,6,9,10,14,14,15,18,18,20,20,22,22,25
06-07,CA,07,-121.34253740000001,38.45106826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,10,11,17,17,29,29,33,40,40,45,53,53,53,88,88,113,113,164,164,164,224,224,224,314,390,390,442,462,525,580
06-08,CA,08,-116.29021840970537,34.974476720918545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,9,11,18,18,32,43,60,63,89,95,132,146,205,281,332,382,402,403,560,577
06-09,CA,09,-121.2730061,37.93433731999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,8,8,8,13,14,17,25,31,31,41,51,68,71,90,93,113,123,136,151,173,180,185,191,206,217,223
06-10,CA,10,-120.9970722,37.55862499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,5,5,5,5,5,8,11,12,13,17,23,29,31,33,39,44,51,58,65,71,81,90
06-11,CA,11,-121.9289527,37.919234980000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,9,9,9,10,17,25,29,29,34,39,39,41,46,51,61,71,86,108,131,147,168,168,187,212,249,250,307,307,386,417,442,462
06-12,CA,12,-122.4385672,37.75215114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,9,14,14,18,23,28,28,40,43,51,70,76,84,108,131,152,178,223,279,308,340,374,397,434,450,497,529,568,583,622,676
06-14,CA,14,-122.3275546,37.4228808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,8,15,20,20,32,32,41,64,80,89,100,110,117,142,161,165,195,239,274,277,309,309,388,453,486,538,555,579,589,617
06-15,CA,15,-121.8929271,37.64629437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,5,5,7,11,11,18,27,30,38,48,68,71,118,135,135,178,220,220,270,283,313,313,359,443,443,566,588,634,674
06-16,CA,16,-120.72090349999999,37.18922369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,7,8,9,10,10,12,16,16,27,29,29,34
06-18,CA,18,-122.0066524,37.05580291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,7,7,7,9,13,13,14,15,15,15,22,22,24,25,32,34,41,44,45,49,54,57,59,69,69,76,76
06-19,CA,19,-121.6970462,37.23104908,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,9,11,11,20,20,32,38,38,43,48,52,79,95,91,138,155,175,189,196,263,263,302,375,459,542,574,591,646,848,890,956,1019,1019,1148,1207,1207,1285,1380
06-20,CA,20,-121.18304036907216,36.349418941030926,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,5,5,7,10,16,16,20,26,31,33,37,46,50,50,57,63,71,76,80,85,85,85,97
06-21,CA,21,-119.8159973,36.07409056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,5,5,5,5,5,5,5
06-22,CA,22,-119.64669529999999,36.75733899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,1,2,2,2,3,6,6,6,6,13,18,19,27,31,43,43,53,68,82,94,100,103,108,124,146
06-23,CA,23,-118.75501275397197,35.66498700422897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,5,10,11,16,17,28,30,32,47,53,71,80,95,126,155,216,254,291,346,374,409,428
06-24,CA,24,-120.13910253249212,34.88281417208202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,9,21,25,30,40,45,60,70,80,91,114,131,139,168,179,200,232,245,263,269,287,317
06-26,CA,26,-119.0910613,34.44465746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,5,4,10,10,13,19,19,25,30,35,39,50,61,83,98,109,126,149,160,177,203,221,221,243,263
06-28,CA,28,-118.22824109999999,34.30828379,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,11,13,14,14,14,20,27,32,40,53,53,94,144,190,231,292,292,407,536,662,812,1229,1465,1465,1829,2474,3019,3518,4045,4566,4605,5955,6377,6936,7559
06-36,CA,36,-115.99335779999998,33.74314981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,8,8,14,14,15,15,16,22,28,28,29,46,57,68,105,149,183,195,291,371,371,493,493,638,799,946,1016,1179
06-45,CA,45,-117.7645998,33.70147516,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,5,5,6,9,14,14,17,22,29,53,65,78,95,125,152,187,256,321,403,431,464,502,606,656,711,786,834,882,931,1016
06-50,CA,50,-116.7365326,33.03484597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,5,8,10,16,55,55,60,80,127,127,155,201,226,238,293,341,413,484,515,603,733,849,966,1112,1209,1326,1404,1454
06-51,CA,51,-115.36690419999998,33.0393082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,4,6,6,6,9,9,17,21,25,25,33,38,43,52,55,57,65,68,73
08-01,CO,01,-104.8725695,39.76018276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,6,10,15,21,21,25,38,43,43,67,97,125,148,148,214,262,262,312,408,408,539,539,586,643,716,825,847,884,927
08-02,CO,02,-105.34327509800545,39.86780758673618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,5,6,11,12,12,22,33,48,48,74,105,133,141,143,205,282,284,332,420,423,558,572,642,721,813,963,1005,1060,1103
08-03,CO,03,-106.94136762015019,39.13966708053818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,20,30,40,40,47,57,67,68,97,123,137,158,160,208,276,276,332,397,398,486,488,567,621,679,719,757,786,799
08-04,CO,04,-104.38691209917954,39.90550202108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,6,8,16,23,23,34,35,52,53,77,109,140,183,191,246,357,358,454,656,656,939,939,1076,1243,1411,1716,1816,1947,2072
08-05,CO,05,-104.6329195503876,38.829767784069766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,4,4,8,8,28,40,55,73,76,130,151,151,174,240,240,315,315,343,370,411,476,482,500,516
09-01,CT,01,-72.73103891,41.80283011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,11,18,29,29,54,61,88,116,138,189,228,276,330,393,469,539,679,726,751,882,1045,1045
09-02,CT,02,-72.3223166081748,41.620726112982005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,12,12,24,30,35,53,67,76,87,105,134,150,175,191,237,279,293,343,389,389
09-03,CT,03,-72.93620426,41.4080325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,8,10,23,23,23,29,41,89,127,156,222,236,280,373,517,611,647,891,1024,1162,1468,1664,1664
09-04,CT,04,-73.3881171,41.26809896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,15,15,29,48,69,102,122,122,208,270,384,546,607,752,908,1245,1445,1870,1986,2132,2716,2824,3050,3719,4136,4136
09-05,CT,05,-73.2451475,41.7937534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,4,5,5,7,8,8,12,13,22,33,44,52,65,87,113,121,131,141,173,182,197,230,255,255
10-00,DE,00,-75.56507685975807,39.2614283592742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,6,8,16,19,30,39,45,56,68,104,119,130,163,214,232,264,319,368,393,450,593,673,783,928,1116
11-98,DC,98,-77.01655992,38.90417773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,31,40,71,98,102,120,141,187,231,271,304,342,401,495,586,653,757,902,1002,1097,1211,1440
12-01,FL,01,-87.03336945876404,30.682156205589887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,4,4,9,14,20,26,36,38,49,62,69,84,96,122,196,196,219,235,249,266,284,330,356
12-02,FL,02,-84.15840697856322,30.296160549712642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,7,8,10,10,13,20,25,29,36,44,50,68,82,100,106,137,151,174
12-03,FL,03,-82.11447861090116,29.686072537180234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,4,8,11,15,19,34,48,51,54,68,86,100,121,134,152,169,181,206,238,258,280,294,322,344
12-04,FL,04,-81.49407011234972,30.013384645519128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,3,5,5,8,10,17,19,23,27,38,42,54,57,68,89,94,118,138,153,162,171,177,183
12-05,FL,05,-81.81686004868853,30.336290717557375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,10,13,16,18,27,44,56,58,65,83,101,126,136,170,220,231,305,345,419,453,521,574,610
12-06,FL,06,-81.20604600510102,29.12942803257576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,4,5,5,9,9,9,10,11,15,19,22,25,36,50,57,60,78,98,100,127,153,163,182,183,197,198
12-07,FL,07,-81.24060348,28.7158582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,7,8,10,12,19,22,23,29,37,49,61,76,87,103,109,145,163,178,191,194,202,216
12-08,FL,08,-80.68305197981817,28.06462023945454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,10,15,17,20,23,26,30,42,45,55,70,71,90,109,122,134,149,160,165
12-09,FL,09,-81.38521219569037,28.014487683640166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,9,17,22,31,35,38,39,49,59,79,100,122,149,183,191,273,327,358,386,415,451,478
12-10,FL,10,-81.31799498,28.513676209999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,9,19,23,29,33,48,50,77,110,156,206,246,293,373,392,541,602,657,713,744,763,803
12-11,FL,11,-82.05260164869047,28.72499053779762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,12,12,22,24,31,38,48,69,79,95,110,131,160,162,209,222,242,262,277,302,336
12-12,FL,12,-82.40227529,28.30810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,5,7,8,11,14,15,17,19,23,28,34,38,40,43,66,77,90,102,110,120,125
12-13,FL,13,-82.72239666,27.93130349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,10,16,22,29,38,41,45,50,64,77,94,113,126,167,170,273,318,342,359,362,380,394
12-15,FL,15,-82.32013172,27.927655899999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,3,2,3,2,4,4,7,14,20,32,47,58,75,91,106,142,167,195,218,253,305,309,404,463,497,536,571,608,626
12-16,FL,16,-82.31831044,27.47196942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,4,4,4,7,8,9,10,13,13,15,16,22,26,28,30,33,39,53,58,89,104,129,136,144,162,171
12-17,FL,17,-82.04870978975384,27.140448455938458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,2,2,3,6,7,10,16,19,27,34,35,47,56,77,83,102,127,133,185,208,224,243,264,302,325
12-18,FL,18,-80.45359101965369,27.246281374458878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,10,12,18,30,46,49,56,66,69,82,102,129,142,183,216,231
12-19,FL,19,-81.88399313,26.58410348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,4,4,5,5,5,10,11,14,17,26,30,32,42,56,76,101,124,164,206,212,275,304,348,379,397,434,462
12-20,FL,20,-80.4798464631313,26.31931815681818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,7,13,25,41,41,61,91,125,170,220,289,352,412,473,673,808,1106,1171,1575,1770,1799,2218,2456,2719,2886,3136,3366,3564
