Key,Name,States,Longitude,Latitude,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/20,12/2/20,12/3/20,12/4/20,12/5/20
145,Bloomington-Pontiac, IL,-88.78542,40.57469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,8,8,8,9,12,12,16,19,22,23,37,41,46,53,55,67,75,83,89,90,93,96,98,99,99,101,100,102,103,104,104,105,105,108,108,112,114,114,115,117,120,123,126,126,131,134,136,139,141,145,151,152,155,157,183,196,213,216,219,224,225,233,235,242,243,246,248,249,252,254,254,255,260,260,262,262,262,264,266,267,271,274,278,280,278,278,281,281,282,284,288,291,291,293,294,297,298,300,300,303,306,312,317,325,329,337,342,345,355,362,369,377,381,389,398,406,426,440,446,464,469,481,497,508,525,532,545,563,583,603,621,644,654,664,680,694,714,729,748,766,771,792,816,837,870,899,923,933,985,1028,1053,1093,1169,1248,1308,1361,1422,1502,1559,1655,1863,1981,2068,2270,2372,2678,2779,2842,2883,2907,2942,3036,3085,3144,3175,3201,3252,3280,3325,3382,3432,3460,3503,3528,3548,3578,3616,3648,3674,3698,3711,3733,3764,3791,3820,3851,3888,3900,3936,3953,3996,4020,4112,4163,4197,4235,4278,4332,4363,4387,4416,4475,4553,4594,4649,4729,4782,4855,4917,4993,5031,5122,5175,5269,5330,5373,5489,5645,6169,6408,6624,6839,7154,7398,7624,7857,8040,8153,8420,8663,8853,9121,9330,9504,9635,9763,9964,10155,10297,10402,10534,10734,10871,11023,11139,11348,11518,11722
146,Bloomsburg-Berwick-Sunbury, PA,-76.77184,40.91986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,5,7,8,11,13,23,23,32,39,46,59,87,92,117,130,146,171,197,219,236,264,278,303,325,354,371,385,408,424,435,445,454,470,479,484,488,492,502,508,511,517,526,535,541,548,564,570,576,579,583,591,597,604,607,614,615,629,637,644,646,655,659,664,673,677,678,687,696,702,705,709,722,734,747,754,754,762,766,775,786,802,808,821,825,831,853,857,861,880,894,895,897,901,907,916,926,932,935,948,956,963,969,977,977,980,992,1000,1005,1009,1015,1017,1031,1039,1046,1056,1062,1067,1078,1083,1088,1098,1109,1120,1133,1135,1153,1164,1176,1176,1212,1226,1233,1265,1287,1302,1336,1352,1368,1398,1460,1486,1502,1510,1542,1594,1609,1636,1653,1688,1710,1745,1768,1784,1797,1820,1847,1891,1922,1999,2019,2052,2089,2166,2206,2263,2280,2305,2315,2342,2364,2390,2423,2438,2453,2478,2509,2533,2566,2588,2600,2639,2664,2692,2707,2776,2808,2873,2896,2933,2985,3028,3087,3087,3237,3287,3305,3379,3414,3476,3517,3536,3564,3588,3611,3640,3665,3695,3716,3737,3753,3771,3823,3889,3968,4000,4022,4048,4065,4106,4159,4199,4240,4274,4296,4338,4404,4468,4528,4599,4671,4738,4821,4931,5019,5149,5209,5250,5422,5543,5639,5832,6007,6177,6265,6366,6553,6771,6969,7127,7251,7320,7443,7619,7977,8290,8672
147,Boise City-Mountain Home-Ontario, ID-OR,-116.46347,43.51206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,9,12,12,16,24,29,53,81,101,117,158,251,259,392,410,475,511,531,553,584,600,672,697,704,713,741,749,795,804,830,836,836,877,890,923,938,949,951,952,983,983,997,1013,1042,1043,1058,1061,1070,1076,1076,1089,1091,1099,1104,1105,1125,1126,1144,1144,1155,1155,1170,1173,1185,1185,1187,1187,1187,1192,1209,1208,1216,1226,1226,1239,1239,1252,1285,1294,1295,1306,1310,1322,1322,1352,1352,1370,1372,1402,1495,1567,1663,1775,1777,1960,1962,2075,2420,2433,2809,2820,3114,3366,3555,3708,4027,4363,4688,4920,5277,5571,5886,6236,6702,7077,7494,7740,8354,8876,9334,9784,10179,10432,10865,11239,11511,11828,12272,12547,12834,13119,13446,13809,14115,14392,14402,14684,15090,15334,15797,16158,16511,16590,16919,17205,17466,17747,18066,18321,18437,18583,18820,19050,19264,19423,19667,19796,19920,20128,20311,20483,20634,20855,21000,21105,21274,21450,21566,21596,21627,21635,21642,21646,22310,22453,22581,22699,22777,22841,22962,23101,23207,23373,23488,23565,23685,23828,23967,24118,24291,24527,24600,24734,24879,25076,25286,25448,25643,25745,25904,26085,26293,26515,26747,27010,27136,27350,27500,27705,27958,28157,28347,28502,28642,28916,29220,29599,29902,30324,30512,30663,30952,31241,31574,31976,32326,32553,32707,33180,33689,34188,34654,35343,35734,36183,36628,37396,37770,38386,39166,39664,39959,40519,41027,41646,42479,43014,43370,43910,44559,45264,45264,46247,46953,47457,47944,48715,49349,50043,50949,51638
148,Boston-Worcester-Providence, MA-RI-NH-CT,-71.30247,42.27981,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,8,15,29,68,88,93,105,128,155,213,299,358,502,734,983,1242,1569,1881,2162,2730,3369,4024,4892,5700,6305,6878,8005,9271,10576,12000,13348,14451,15552,17488,19483,21547,23424,25486,27181,28080,30032,32595,35989,38355,42066,43456,44861,47985,50346,53389,56032,58527,60378,61624,63859,66008,68605,70974,73399,74777,75810,77735,79372,81040,82703,84138,84856,85267,88332,89904,91540,92809,93878,94613,94995,96225,97275,99334,100500,101558,102238,102665,102892,103731,104712,105512,106216,106474,106781,107286,107753,108224,108672,108986,109277,109449,110821,111151,111484,111735,112020,112165,112254,112939,113143,113446,113680,113965,114087,114184,114827,115009,115212,115431,115631,115793,115884,116361,116564,116777,116983,117373,117435,117543,117776,117994,118204,118449,118666,118796,118891,119154,119372,120362,120610,120834,120974,121056,121350,121578,122239,122481,122753,122931,123036,123367,123690,124625,124959,125299,125452,125574,125934,126235,127177,127522,127834,128026,128121,128485,128766,129748,130107,130457,130606,130720,131083,131445,132384,132715,132984,133138,133224,133626,133964,135002,135344,135707,135895,136031,136471,136878,137802,137527,137737,138158,138524,138751,138919,139566,139988,140476,140929,141210,141470,141772,142638,143035,143509,144098,144444,144689,144870,146050,146540,147011,147523,148089,148453,148911,150074,150745,151632,152246,152831,153276,153773,155147,155706,156458,157123,157689,158505,159166,160874,161490,162216,162827,163497,164427,165253,167365,168337,169358,170444,171575,172702,173743,177136,178362,179780,181111,182205,182999,183922,188097,189907,191868,193984,195761,196928,198924,204680,207190,209876,212557,214704,216820,219044,226905,229729,232071,235178,237825,239941,242088,251459,251459,256222,259284,261854,263463,266532,277087,283577,288979,293941
150,Bowling Green-Glasgow, KY,-86.30350,36.99491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,6,6,6,6,12,15,19,19,19,19,27,29,29,30,30,35,35,35,75,75,82,90,114,139,166,185,190,204,242,242,289,320,358,377,417,475,505,543,543,571,628,682,710,766,800,825,825,878,945,945,1051,1086,1118,1118,1153,1173,1215,1233,1266,1285,1285,1285,1332,1336,1358,1400,1412,1412,1472,1480,1511,1530,1555,1569,1569,1592,1637,1668,1676,1709,1760,1760,1795,1795,1826,1831,1864,1879,1905,1909,1933,1961,1997,2032,2065,2076,2097,2125,2143,2160,2189,2189,2189,2250,2276,2308,2326,2365,2392,2408,2422,2501,2529,2558,2603,2645,2735,2743,2795,2863,2918,2979,3053,3082,3117,3156,3222,3265,3329,3377,3407,3443,3489,3558,3589,3613,3658,3679,3692,3739,3787,3833,3869,3919,3919,3955,3991,4049,4100,4122,4184,4184,4219,4302,4354,4418,4469,4542,4555,4575,4624,4677,4782,4807,4921,4940,4972,5020,5070,5154,5230,5332,5367,5375,5436,5490,5536,5579,5631,5662,5688,5732,5828,5889,5931,5987,6015,6056,6115,6161,6195,6252,6289,6323,6338,6380,6435,6486,6528,6569,6615,6660,6696,6748,6824,6901,7005,7043,7073,7143,7215,7301,7417,7485,7565,7605,7728,7834,7932,8059,8148,8223,8267,8361,8459,8567,8710,8841,8894,8947,9063,9141,9247,9356,9478,9529,9577,9719,9862,10042,10179,10319,10391,10480,10593,10746,10746,11023,11164,11219,11339,11569,11732,11905,12090,12266
154,Brownsville-Harlingen-Raymondville, TX,-97.48806,26.16158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,6,6,6,7,10,14,14,21,22,28,28,40,58,67,82,92,106,115,123,152,164,200,200,221,244,261,277,287,306,306,319,331,343,354,367,379,379,389,400,414,425,434,445,445,456,467,483,497,508,526,526,541,558,583,596,633,633,633,649,664,679,679,713,712,712,712,726,745,757,770,780,782,797,820,841,867,898,929,929,961,996,1038,1083,1135,1194,1197,1239,1301,1372,1446,1536,1633,1639,1750,1872,1999,2097,2214,2320,2334,2450,2555,2678,2818,2909,3008,3012,3122,3240,3497,3502,3763,4179,4200,4531,5000,5345,5702,6036,6364,6365,6710,7040,7389,7704,8403,8394,8395,8771,9349,10001,10735,11557,11557,14110,15395,16208,16534,16547,16981,16983,17289,17616,17789,18050,18369,18576,18583,18779,18951,19125,19358,19676,19806,20035,20042,20680,21157,21561,21573,21687,21717,21823,21914,22077,22233,22602,22730,22730,22730,22828,22976,23057,23122,23163,23163,23163,23342,23416,23471,23534,23602,23603,23603,23704,23750,23793,23842,23911,23912,23911,23995,24029,24079,24120,24152,24152,24157,24240,24295,24340,24360,24527,24528,24528,24711,24780,24836,24886,24860,24909,24909,25020,25073,25108,25140,25198,25204,25204,25316,25382,25412,25460,25527,25531,25531,25632,25688,25743,25828,25872,25874,25874,26026,26105,26178,26179,26279,26284,26284,26458,26535,26612,26710,26826,26828,26828,27032,27040,27201,27201,27208,27220,27250,27527,27668,27729,27854,27964
160,Buffalo-Cheektowaga-Olean, NY,-78.73091,42.80092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,11,20,32,51,59,65,96,124,134,220,268,352,456,490,546,635,716,837,918,1185,1280,1373,1505,1604,1672,1692,1793,1883,1978,2073,2212,2284,2291,2472,2481,2579,2589,2782,2974,3162,3367,3444,3520,3644,3786,3970,4105,4237,4348,4452,4611,4783,4919,5024,5156,5199,5262,5357,5445,5589,5702,5811,5878,5951,6059,6221,6368,6557,6645,6736,6799,6864,6955,7029,7121,7195,7258,7310,7391,7484,7550,7630,7692,7742,7815,7841,7893,7961,8008,8055,8092,8130,8168,8212,8249,8281,8311,8343,8386,8427,8462,8517,8552,8577,8600,8649,8697,8742,8813,8866,8886,8918,8969,9033,9070,9121,9183,9220,9246,9323,9388,9433,9498,9536,9562,9575,9641,9677,9740,9792,9852,9874,9904,9941,9997,10025,10090,10150,10177,10237,10289,10332,10371,10446,10509,10567,10584,10667,10695,10720,10757,10813,10850,10860,10894,10958,11004,11094,11157,11220,11249,11316,11364,11451,11510,11543,11620,11695,11779,11865,11943,12017,12082,12145,12204,12238,12291,12346,12413,12484,12563,12599,12651,12691,12784,12829,12884,12977,13025,13070,13111,13215,13275,13340,13379,13399,13499,13564,13652,13736,13812,13898,13939,14015,14056,14135,14213,14292,14360,14418,14453,14494,14580,14655,14738,14812,14835,14898,14994,15089,15168,15269,15321,15367,15506,15598,15766,15897,16074,16217,16289,16476,16667,16936,17203,17629,17947,18219,18691,19160,19746,20298,20822,21132,21454,21903,22591,23187,23935,24484,25104,25686,26053,26880,27513,28590,29197,29824,30436,31225,31859,32658,33673,34733
161,Burlington-Fort Madison-Keokuk, IA-IL-MO,-91.29189,40.72523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,3,3,3,5,6,6,6,6,7,9,11,13,14,16,17,20,22,23,23,24,27,29,30,32,34,35,35,37,42,45,47,51,56,62,67,73,76,77,81,82,84,77,76,76,80,80,84,93,94,98,97,99,104,105,108,112,113,116,118,119,120,122,123,124,127,126,129,132,132,132,132,133,133,133,133,135,135,143,148,149,148,151,153,154,155,159,159,160,163,165,168,170,173,175,174,177,178,184,184,187,187,188,190,193,200,202,206,209,212,216,224,232,236,241,246,250,253,269,281,278,286,291,294,306,333,343,367,378,398,402,420,439,491,526,548,586,613,672,739,797,834,865,884,907,996,1065,1128,1163,1198,1216,1245,1267,1294,1333,1370,1385,1397,1415,1452,1473,1493,1516,1521,1524,1559,1578,1588,1612,1635,1651,1649,1674,1688,1712,1734,1767,1784,1795,1816,1854,1898,1928,1970,1979,1987,2012,2065,2105,2147,2183,2208,2219,2230,2328,2381,2485,2530,2563,2583,2621,2685,2729,2790,2839,2885,2908,2924,3021,3105,3174,3283,3373,3422,3451,3591,3762,3928,4079,4239,4311,4363,4623,4747,4890,5088,5232,5284,5350,5529,5660,5769,5890,5948,6031,6075,6211,6302,6333,6431,6497,6521,6575,6842,6918,7027,7086
162,Burlington-South Burlington-Barre, VT,-72.94320,44.45985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,5,5,5,10,26,26,37,45,63,86,105,122,138,138,180,194,211,241,289,320,336,366,366,398,398,462,476,486,488,488,495,499,508,511,513,518,521,521,522,531,537,540,542,542,545,553,556,561,563,563,565,571,571,571,573,573,573,573,573,574,575,580,580,580,580,582,582,584,584,586,589,591,594,593,594,596,598,602,602,636,636,649,666,674,681,691,707,714,719,719,721,724,723,725,730,730,737,741,741,750,753,755,756,757,762,762,764,776,783,784,791,792,793,794,805,807,813,824,825,828,834,839,846,849,851,856,865,864,874,878,885,887,888,890,890,890,892,894,899,900,903,906,907,908,912,913,914,919,923,926,939,943,948,955,955,958,960,960,965,968,972,976,977,975,976,984,986,994,1000,1000,999,1000,1002,1002,1002,1003,1004,1004,1010,1016,1021,1029,1034,1035,1038,1040,1041,1042,1043,1044,1045,1047,1051,1052,1052,1055,1057,1059,1059,1064,1069,1075,1080,1081,1083,1091,1093,1102,1110,1115,1121,1122,1130,1138,1142,1149,1154,1158,1168,1180,1202,1214,1239,1243,1263,1268,1278,1286,1295,1306,1325,1336,1358,1383,1398,1407,1433,1444,1467,1505,1581,1629,1688,1714,1788,1844,1879,1978,2054,2087,2137,2192,2211,2240,2240,2339,2351,2387,2422,2464,2590,2697,2766,2835
163,Cape Coral-Fort Myers-Naples, FL,-81.65978,26.41598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,6,7,7,10,10,11,23,29,39,45,59,69,73,89,121,157,193,220,286,356,366,457,512,575,617,652,714,749,799,879,944,998,1040,1060,1098,1130,1197,1235,1273,1299,1318,1329,1453,1530,1543,1578,1601,1630,1664,1700,1769,1809,1859,1902,1931,1973,2046,2064,2119,2165,2202,2319,2361,2408,2480,2529,2615,2709,2774,2828,2937,3076,3121,3231,3339,3401,3440,3557,3688,3813,3862,3954,4018,4242,4462,4595,4773,4886,4950,5088,5232,5381,5524,5686,6000,6119,6403,6679,6937,7191,7400,7545,7635,7900,8196,8393,9386,9817,10198,10448,10766,11225,11755,12390,13147,13602,13838,14171,14687,15052,15497,15979,17539,18050,18629,19009,20107,20682,21321,21881,22229,22610,23071,23620,24127,24512,24722,24983,25374,25661,26110,26629,26862,27060,27277,27462,27705,27917,28175,28446,28625,28863,29010,29216,29518,29764,30023,30171,30253,30358,30503,30725,30877,31080,31188,31270,31436,31541,31758,31935,32114,32207,32257,32599,32678,32796,32898,33044,33122,33200,33262,33316,33410,33510,33634,33715,33782,33846,33917,34091,34212,34350,34476,34558,34629,34740,34835,34924,35051,35127,35149,35249,35343,35452,35529,35690,35777,35833,35915,36048,36277,36417,36417,36681,36743,36890,36999,37182,37388,37618,37737,37836,38000,38129,38377,38587,38832,38989,39221,39507,39730,39962,40286,40414,40591,40831,41081,41334,41610,41880,42116,42399,42541,42813,43192,43391,43779,44064,44518,44824,45193,45688,46123,46616,47064,47410,47664,48148,48595,48595,49369,49745,50049,50367,50876,51528,52138,52695,53242
164,Cape Girardeau-Sikeston, MO-IL,-89.66905,37.27284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,5,7,9,9,19,22,22,22,22,24,24,31,32,33,36,42,45,46,57,58,59,77,81,89,92,92,94,104,106,109,109,115,116,117,119,120,126,133,133,133,132,135,136,137,138,142,143,146,147,148,149,152,153,153,152,155,158,162,163,166,169,172,176,182,187,195,197,196,200,208,213,223,228,229,232,236,239,254,259,269,269,280,282,287,292,301,308,312,313,314,315,318,328,336,340,351,363,374,386,401,419,431,442,478,502,526,555,580,582,587,632,666,696,709,739,745,764,801,841,864,877,890,891,919,959,966,998,1027,1029,1034,1051,1063,1067,1093,1117,1118,1151,1168,1180,1222,1248,1298,1316,1339,1384,1392,1442,1456,1504,1525,1527,1548,1557,1605,1648,1671,1715,1748,1766,1781,1819,1841,1879,1932,1954,1982,2003,2053,2094,2207,2269,2332,2392,2419,2457,2552,2588,2638,2697,2743,2765,2820,2873,2949,3026,3089,3136,3137,3138,3140,3262,3315,3379,3417,3443,3470,3531,3609,3847,3847,3848,3848,3992,4043,4116,4176,4220,4256,4315,4367,4438,4492,4559,4591,4647,4727,4777,4786,4957,5038,5129,5208,5257,5350,5444,5582,5709,5856,5946,6061,6264,6421,6623,6906,6910,6999,7194,7372,7542,7707,7906,8021,8101,8229,8330,8477,8548,8677,8742,8849,8937,8994,9135,9241,9389
168,Cedar Rapids-Iowa City, IA,-91.59118,41.91286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,13,14,14,14,15,15,22,23,23,32,39,44,47,58,71,94,112,124,167,198,215,231,256,294,331,362,394,424,474,503,532,552,587,607,633,652,693,745,835,871,996,1019,1036,1093,1142,1176,1232,1267,1294,1323,1345,1393,1434,1469,1493,1511,1567,1579,1589,1603,1627,1640,1648,1667,1683,1701,1709,1717,1718,1726,1742,1758,1767,1777,1790,1800,1803,1808,1818,1828,1837,1835,1844,1856,1864,1873,1884,1892,1901,1917,1928,1925,1939,1948,1951,1957,1966,2002,2036,2071,2098,2161,2187,2231,2260,2384,2443,2483,2542,2644,2685,2739,2821,2832,2883,2934,2981,3021,3067,3113,3163,3204,3281,3304,3315,3415,3488,3555,3590,3654,3698,3755,3820,3902,3962,4028,4075,4125,4168,4270,4351,4422,4511,4559,4595,4661,4759,4866,4941,4998,5055,5098,5144,5167,5196,5275,5328,5359,5396,5480,5535,5621,5714,5831,5935,6002,6148,6435,6775,7040,7299,7505,7623,7769,7918,8101,8293,8437,8563,8615,8706,8806,8930,9044,9117,9174,9231,9309,9405,9453,9628,9701,9739,9786,9843,9960,10050,10107,10179,10291,10355,10454,10534,10635,10728,10821,10844,10920,10989,11089,11204,11301,11408,11459,11518,11608,11748,11849,11975,12076,12151,12209,12319,12420,12549,12720,12876,13035,13152,13317,13557,13903,14290,14661,15046,15281,15579,15922,17096,17707,18330,19094,20217,20967,21554,22362,23183,23851,24053,24481,25159,25649,26103,26577,27013,27310,27696,28029,28413,28547,28731,29087,29347,29497,29766,30044,30273,30520,30665
170,Charleston-Huntington-Ashland, WV-OH-KY,-82.20337,38.44579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,6,7,9,14,26,32,35,43,56,66,74,79,106,112,127,146,161,177,211,212,230,242,251,305,329,355,364,454,453,460,471,495,502,505,529,533,545,553,559,568,581,583,590,595,592,607,617,617,627,632,641,646,658,667,675,678,673,674,678,676,689,689,693,694,694,700,709,712,729,734,740,745,751,760,765,774,779,788,790,791,799,806,811,813,822,826,836,844,856,864,874,879,899,923,961,979,994,1014,1032,1053,1083,1110,1135,1149,1168,1213,1242,1293,1322,1368,1412,1446,1483,1517,1587,1643,1698,1782,1833,1884,1935,1973,2089,2193,2253,2336,2393,2448,2511,2583,2703,2771,2827,2894,2959,3025,3101,3222,3308,3366,3398,3488,3610,3690,3768,3914,3957,4023,4089,4140,4281,4344,4407,4447,4486,4560,4638,4699,4817,4902,4977,5051,5198,5319,5437,5544,5690,5762,5871,5913,5974,6118,6233,6426,6537,6615,6695,6831,6981,7104,7238,7358,7445,7582,7671,7826,8007,8142,8254,8360,8490,8601,8710,8865,8979,9082,9170,9284,9419,9534,9738,9847,9937,10015,10157,10296,10440,10640,10768,10928,11040,11157,11327,11476,11645,11828,11946,12090,12332,12497,12721,12993,13271,13425,13613,13784,13992,14306,14566,14859,15171,15361,15636,16077,16439,16787,17284,17696,17974,18378,18789,19190,19862,20524,20948,21301,21744,22254,22519,23050,23447,23894,24218,24650,25209,25764,26413,27004
172,Charlotte-Concord, NC-SC,-80.86180,35.25139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,8,8,11,17,26,48,66,103,124,162,214,278,327,400,474,545,615,675,768,879,995,1105,1196,1292,1380,1450,1528,1630,1701,1904,1950,1997,2093,2193,2270,2312,2385,2453,2540,2641,2748,2833,2898,2956,2995,3098,3211,3299,3353,3426,3475,3525,3622,3751,3883,3963,4058,4116,4173,4284,4411,4527,4715,4825,4923,5017,5124,5274,5430,5636,5799,5957,6076,6181,6353,6617,6911,7165,7453,7602,7859,8167,8445,8890,9145,9517,9704,9944,10390,10891,11346,11863,12217,12497,12746,13216,13790,14211,14738,15243,15558,15983,16495,17112,17766,18335,18841,19391,20060,20647,21524,22210,22709,23325,23791,24205,24845,25682,26614,27431,28084,28800,29381,30171,30810,31648,32319,32920,33413,34027,34849,35623,36259,36874,37365,37879,38455,39202,39822,40392,40913,41349,41946,42387,43022,43606,44133,44604,44853,45283,45720,46250,46729,47184,47596,47849,48214,48648,49103,49645,50160,50614,50959,51384,51705,52287,52781,53230,53642,53962,54294,54716,55198,55649,56044,56382,56645,56928,57276,57555,57944,58455,58769,59071,59473,59879,60291,60753,61106,61448,61654,62014,62327,62726,63254,63714,64115,64365,64696,64946,65028,65603,66003,66710,66838,67317,67690,68160,68724,69224,69796,70121,70506,71011,71429,72106,72722,73222,73873,74201,74737,75332,75866,76250,77005,77490,77932,78590,79179,79776,80437,81282,81926,82421,83069,83788,84408,85030,85863,86406,86842,87771,88641,89348,90029,91110,92044,92627,93581,94519,95591,96587,97531,98901,99754,100721,101764,101764,103727,104809,105816,106841,107842,109123,110625,112337,113971
